Datum,Tijd (UTC),Temperatuur,Vochtigheid,Luchtdruk,Neerslagintensiteit,Neerslagsom,Windrichting,Windsnelheid,Rukwind,Luchtdruk_Zeeniveau,Globe Temperatuur,Vlinder
2020-06-01,00:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,00:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,01:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,02:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,03:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,04:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,05:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:10:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:15:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:20:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:25:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:30:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:35:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:40:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:45:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:50:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,06:55:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:00:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:05:00,19.8,41,102326,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:10:00,19.8,41,102400,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:15:00,19.8,41,102392,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:20:00,19.8,41,102397,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:25:00,19.8,41,102398,0.0,0.0,5,5.7,0.0,0,,vlinder16
2020-06-01,07:30:00,19.4,49,102400,0.0,0.0,35,3.7,9.7,0,,vlinder16
2020-06-01,07:35:00,19.4,49,102408,0.0,0.0,5,3.7,0.0,0,,vlinder16
2020-06-01,07:40:00,19.4,49,102398,0.0,0.0,5,3.7,0.0,0,,vlinder16
2020-06-01,07:45:00,19.7,49,102401,0.0,0.0,5,3.1,0.0,0,,vlinder16
2020-06-01,07:50:00,19.9,49,102402,0.0,0.0,5,2.9,0.0,0,,vlinder16
2020-06-01,07:55:00,20.0,49,102404,0.0,0.0,25,2.5,6.4,0,,vlinder16
2020-06-01,08:00:00,20.0,49,102412,0.0,0.0,5,2.5,0.0,0,,vlinder16
2020-06-01,08:05:00,20.0,49,102412,0.0,0.0,5,2.5,0.0,0,,vlinder16
2020-06-01,08:10:00,20.0,49,102414,0.0,0.0,5,2.5,0.0,0,,vlinder16
2020-06-01,08:15:00,20.0,49,102406,0.0,0.0,5,2.5,0.0,0,,vlinder16
2020-06-01,08:20:00,20.1,45,102393,0.0,0.0,45,3.4,9.7,0,,vlinder16
2020-06-01,08:25:00,20.1,45,102397,0.0,0.0,5,3.4,0.0,0,,vlinder16
2020-06-01,08:30:00,20.1,45,102389,0.0,0.0,5,3.4,0.0,0,,vlinder16
2020-06-01,08:35:00,20.9,45,102387,0.0,0.0,25,4.9,12.9,0,,vlinder16
2020-06-01,08:40:00,21.1,46,102388,0.0,0.0,15,4.4,11.3,0,,vlinder16
2020-06-01,08:45:00,21.3,46,102385,0.0,0.0,25,3.9,11.3,0,,vlinder16
2020-06-01,08:50:00,21.5,45,102377,0.0,0.0,25,3.3,8.1,0,,vlinder16
2020-06-01,08:55:00,21.6,45,102368,0.0,0.0,25,4.6,12.9,0,,vlinder16
2020-06-01,09:00:00,21.7,44,102371,0.0,0.0,15,5.0,12.9,0,,vlinder16
2020-06-01,09:05:00,21.8,44,102366,0.0,0.0,35,4.9,9.7,0,,vlinder16
2020-06-01,09:10:00,21.9,44,102363,0.0,0.0,15,4.5,14.5,0,,vlinder16
2020-06-01,09:15:00,22.1,44,102363,0.0,0.0,25,4.8,11.3,0,,vlinder16
2020-06-01,09:20:00,22.2,45,102365,0.0,0.0,115,4.0,9.7,0,,vlinder16
2020-06-01,09:25:00,22.1,44,102363,0.0,0.0,25,5.5,14.5,0,,vlinder16
2020-06-01,09:30:00,22.1,44,102354,0.0,0.0,25,4.6,9.7,0,,vlinder16
2020-06-01,09:35:00,22.2,45,102359,0.0,0.0,155,4.7,11.3,0,,vlinder16
2020-06-01,09:40:00,22.4,45,102361,0.0,0.0,25,3.4,9.7,0,,vlinder16
2020-06-01,09:45:00,22.6,45,102355,0.0,0.0,125,5.1,14.5,0,,vlinder16
2020-06-01,09:50:00,22.5,45,102352,0.0,0.0,135,4.7,9.7,0,,vlinder16
2020-06-01,09:55:00,22.6,45,102345,0.0,0.0,145,4.2,8.1,0,,vlinder16
2020-06-01,10:00:00,22.8,43,102354,0.0,0.0,25,4.3,11.3,0,,vlinder16
2020-06-01,10:05:00,22.9,42,102355,0.0,0.0,75,3.6,11.3,0,,vlinder16
2020-06-01,10:10:00,23.0,42,102348,0.0,0.0,15,4.7,16.1,0,,vlinder16
2020-06-01,10:15:00,23.2,41,102342,0.0,0.0,25,4.1,12.9,0,,vlinder16
2020-06-01,10:20:00,23.1,42,102346,0.0,0.0,35,6.1,11.3,0,,vlinder16
2020-06-01,10:25:00,23.3,42,102344,0.0,0.0,25,5.0,11.3,0,,vlinder16
2020-06-01,10:30:00,23.3,41,102346,0.0,0.0,25,3.8,9.7,0,,vlinder16
2020-06-01,10:35:00,23.4,41,102346,0.0,0.0,115,5.5,16.1,0,,vlinder16
2020-06-01,10:40:00,23.4,41,102339,0.0,0.0,125,4.4,11.3,0,,vlinder16
2020-06-01,10:45:00,23.6,41,102328,0.0,0.0,45,3.8,8.1,0,,vlinder16
2020-06-01,10:50:00,23.7,39,102324,0.0,0.0,25,4.5,11.3,0,,vlinder16
2020-06-01,10:55:00,23.7,39,102317,0.0,0.0,355,3.7,8.1,0,,vlinder16
2020-06-01,11:00:00,23.7,40,102318,0.0,0.0,25,3.6,12.9,0,,vlinder16
2020-06-01,11:05:00,23.9,40,102309,0.0,0.0,45,3.8,9.7,0,,vlinder16
2020-06-01,11:10:00,24.1,40,102303,0.0,0.0,165,4.6,11.3,0,,vlinder16
2020-06-01,11:15:00,24.1,40,102292,0.0,0.0,15,4.4,11.3,0,,vlinder16
2020-06-01,11:20:00,24.0,39,102287,0.0,0.0,25,3.1,12.9,0,,vlinder16
2020-06-01,11:25:00,24.1,39,102274,0.0,0.0,15,4.7,11.3,0,,vlinder16
2020-06-01,11:30:00,24.2,39,102284,0.0,0.0,25,5.2,12.9,0,,vlinder16
2020-06-01,11:35:00,24.4,38,102285,0.0,0.0,45,4.1,9.7,0,,vlinder16
2020-06-01,11:40:00,24.6,39,102269,0.0,0.0,115,4.5,11.3,0,,vlinder16
2020-06-01,11:45:00,24.7,37,102273,0.0,0.0,135,5.1,12.9,0,,vlinder16
2020-06-01,11:50:00,24.5,40,102274,0.0,0.0,145,6.9,17.7,0,,vlinder16
2020-06-01,11:55:00,24.5,38,102274,0.0,0.0,45,5.4,12.9,0,,vlinder16
2020-06-01,12:00:00,24.7,37,102278,0.0,0.0,5,5.0,11.3,0,,vlinder16
2020-06-01,12:05:00,24.8,37,102259,0.0,0.0,25,4.7,9.7,0,,vlinder16
2020-06-01,12:10:00,24.7,38,102263,0.0,0.0,155,4.8,14.5,0,,vlinder16
2020-06-01,12:15:00,24.8,40,102258,0.0,0.0,155,5.2,12.9,0,,vlinder16
2020-06-01,12:20:00,24.9,38,102249,0.0,0.0,25,5.6,11.3,0,,vlinder16
2020-06-01,12:25:00,24.9,38,102246,0.0,0.0,45,4.0,9.7,0,,vlinder16
2020-06-01,12:30:00,25.1,37,102247,0.0,0.0,15,3.9,12.9,0,,vlinder16
2020-06-01,12:35:00,25.3,37,102241,0.0,0.0,145,5.6,11.3,0,,vlinder16
2020-06-01,12:40:00,25.3,37,102235,0.0,0.0,145,5.7,12.9,0,,vlinder16
2020-06-01,12:45:00,25.2,38,102241,0.0,0.0,105,4.1,9.7,0,,vlinder16
2020-06-01,12:50:00,25.4,36,102232,0.0,0.0,35,3.7,9.7,0,,vlinder16
2020-06-01,12:55:00,25.6,36,102234,0.0,0.0,25,4.2,9.7,0,,vlinder16
2020-06-01,13:00:00,25.6,36,102232,0.0,0.0,25,4.5,11.3,0,,vlinder16
2020-06-01,13:05:00,25.5,35,102226,0.0,0.0,355,5.5,16.1,0,,vlinder16
2020-06-01,13:10:00,25.5,36,102208,0.0,0.0,15,4.3,9.7,0,,vlinder16
2020-06-01,13:15:00,25.7,36,102217,0.0,0.0,5,5.1,12.9,0,,vlinder16
2020-06-01,13:20:00,25.8,36,102213,0.0,0.0,15,4.5,12.9,0,,vlinder16
2020-06-01,13:25:00,26.0,36,102212,0.0,0.0,15,3.9,9.7,0,,vlinder16
2020-06-01,13:30:00,26.0,35,102206,0.0,0.0,145,2.7,8.1,0,,vlinder16
2020-06-01,13:35:00,25.8,34,102205,0.0,0.0,35,4.2,9.7,0,,vlinder16
2020-06-01,13:40:00,25.7,36,102201,0.0,0.0,35,4.4,8.1,0,,vlinder16
2020-06-01,13:45:00,25.8,34,102193,0.0,0.0,15,3.6,8.1,0,,vlinder16
2020-06-01,13:50:00,25.9,34,102184,0.0,0.0,15,4.1,11.3,0,,vlinder16
2020-06-01,13:55:00,25.9,35,102195,0.0,0.0,25,3.4,11.3,0,,vlinder16
2020-06-01,14:00:00,25.9,35,102187,0.0,0.0,15,4.4,11.3,0,,vlinder16
2020-06-01,14:05:00,26.1,35,102176,0.0,0.0,15,4.0,9.7,0,,vlinder16
2020-06-01,14:10:00,26.2,34,102186,0.0,0.0,35,2.8,9.7,0,,vlinder16
2020-06-01,14:15:00,26.2,33,102171,0.0,0.0,145,3.4,8.1,0,,vlinder16
2020-06-01,14:20:00,26.2,33,102171,0.0,0.0,335,2.3,12.9,0,,vlinder16
2020-06-01,14:25:00,26.2,35,102164,0.0,0.0,105,2.2,4.8,0,,vlinder16
2020-06-01,14:30:00,26.1,35,102173,0.0,0.0,15,2.2,9.7,0,,vlinder16
2020-06-01,14:35:00,26.0,36,102167,0.0,0.0,35,3.4,11.3,0,,vlinder16
2020-06-01,14:40:00,26.0,35,102159,0.0,0.0,5,3.8,9.7,0,,vlinder16
2020-06-01,14:45:00,26.1,34,102159,0.0,0.0,25,4.1,11.3,0,,vlinder16
2020-06-01,14:50:00,26.2,34,102149,0.0,0.0,15,4.9,11.3,0,,vlinder16
2020-06-01,14:55:00,26.3,32,102149,0.0,0.0,35,3.1,9.7,0,,vlinder16
2020-06-01,15:00:00,26.4,33,102140,0.0,0.0,35,1.5,4.8,0,,vlinder16
2020-06-01,15:05:00,26.5,35,102131,0.0,0.0,145,5.0,12.9,0,,vlinder16
2020-06-01,15:10:00,26.1,34,102132,0.0,0.0,25,4.4,14.5,0,,vlinder16
2020-06-01,15:15:00,26.3,33,102128,0.0,0.0,15,3.2,9.7,0,,vlinder16
2020-06-01,15:20:00,26.4,32,102126,0.0,0.0,25,4.2,11.3,0,,vlinder16
2020-06-01,15:25:00,26.4,31,102124,0.0,0.0,35,3.0,8.1,0,,vlinder16
2020-06-01,15:30:00,26.4,32,102127,0.0,0.0,25,4.4,12.9,0,,vlinder16
2020-06-01,15:35:00,26.4,32,102121,0.0,0.0,25,4.0,9.7,0,,vlinder16
2020-06-01,15:40:00,26.3,31,102118,0.0,0.0,95,2.7,8.1,0,,vlinder16
2020-06-01,15:45:00,26.3,32,102119,0.0,0.0,25,3.1,11.3,0,,vlinder16
2020-06-01,15:50:00,26.3,31,102117,0.0,0.0,15,3.1,11.3,0,,vlinder16
2020-06-01,15:55:00,26.3,31,102125,0.0,0.0,25,3.6,8.1,0,,vlinder16
2020-06-01,16:00:00,26.3,30,102123,0.0,0.0,135,1.4,6.4,0,,vlinder16
2020-06-01,16:05:00,26.3,31,102115,0.0,0.0,25,4.2,14.5,0,,vlinder16
2020-06-01,16:10:00,26.3,31,102120,0.0,0.0,45,3.9,11.3,0,,vlinder16
2020-06-01,16:15:00,26.3,31,102106,0.0,0.0,115,2.9,8.1,0,,vlinder16
2020-06-01,16:20:00,26.1,31,102104,0.0,0.0,355,5.0,12.9,0,,vlinder16
2020-06-01,16:25:00,26.2,32,102100,0.0,0.0,355,2.8,9.7,0,,vlinder16
2020-06-01,16:30:00,26.3,32,102099,0.0,0.0,15,3.3,9.7,0,,vlinder16
2020-06-01,16:35:00,26.4,31,102099,0.0,0.0,35,3.1,6.4,0,,vlinder16
2020-06-01,16:40:00,26.4,31,102092,0.0,0.0,25,4.2,9.7,0,,vlinder16
2020-06-01,16:45:00,26.2,31,102085,0.0,0.0,35,5.1,9.7,0,,vlinder16
2020-06-01,16:50:00,26.1,31,102084,0.0,0.0,355,5.4,11.3,0,,vlinder16
2020-06-01,16:55:00,26.0,31,102092,0.0,0.0,25,4.2,9.7,0,,vlinder16
2020-06-01,17:00:00,25.9,33,102085,0.0,0.0,5,3.2,6.4,0,,vlinder16
2020-06-01,17:05:00,25.7,34,102081,0.0,0.0,45,3.3,8.1,0,,vlinder16
2020-06-01,17:10:00,25.6,34,102082,0.0,0.0,25,4.4,9.7,0,,vlinder16
2020-06-01,17:15:00,25.4,34,102082,0.0,0.0,15,4.0,9.7,0,,vlinder16
2020-06-01,17:20:00,25.2,35,102078,0.0,0.0,25,4.9,9.7,0,,vlinder16
2020-06-01,17:25:00,25.1,34,102083,0.0,0.0,35,4.0,9.7,0,,vlinder16
2020-06-01,17:30:00,24.9,35,102086,0.0,0.0,75,3.4,8.1,0,,vlinder16
2020-06-01,17:35:00,24.9,34,102089,0.0,0.0,15,3.2,9.7,0,,vlinder16
2020-06-01,17:40:00,24.9,35,102095,0.0,0.0,5,6.8,14.5,0,,vlinder16
2020-06-01,17:45:00,24.6,36,102090,0.0,0.0,25,4.3,9.7,0,,vlinder16
2020-06-01,17:50:00,24.4,37,102086,0.0,0.0,5,3.9,9.7,0,,vlinder16
2020-06-01,17:55:00,24.2,37,102088,0.0,0.0,45,4.2,11.3,0,,vlinder16
2020-06-01,18:00:00,24.1,37,102096,0.0,0.0,5,3.0,9.7,0,,vlinder16
2020-06-01,18:05:00,24.0,37,102091,0.0,0.0,35,4.2,11.3,0,,vlinder16
2020-06-01,18:10:00,23.9,37,102094,0.0,0.0,5,3.4,11.3,0,,vlinder16
2020-06-01,18:15:00,23.8,37,102095,0.0,0.0,35,5.2,12.9,0,,vlinder16
2020-06-01,18:20:00,23.6,37,102094,0.0,0.0,5,6.7,16.1,0,,vlinder16
2020-06-01,18:25:00,23.4,37,102094,0.0,0.0,345,7.6,14.5,0,,vlinder16
2020-06-01,18:30:00,23.2,38,102085,0.0,0.0,25,6.7,17.7,0,,vlinder16
2020-06-01,18:35:00,23.2,38,102099,0.0,0.0,5,6.7,0.0,0,,vlinder16
2020-06-01,18:40:00,22.9,36,102095,0.0,0.0,15,6.1,14.5,0,,vlinder16
2020-06-01,18:45:00,23.1,37,102096,0.0,0.0,355,7.9,17.7,0,,vlinder16
2020-06-01,18:50:00,23.2,37,102094,0.0,0.0,355,3.9,8.1,0,,vlinder16
2020-06-01,18:55:00,23.2,37,102094,0.0,0.0,5,3.9,0.0,0,,vlinder16
2020-06-01,19:00:00,23.2,37,102092,0.0,0.0,5,3.9,0.0,0,,vlinder16
2020-06-01,19:05:00,23.2,37,102101,0.0,0.0,5,3.9,0.0,0,,vlinder16
2020-06-01,19:10:00,22.6,35,102083,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:15:00,22.6,35,102094,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:20:00,22.6,35,102100,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:25:00,22.6,35,102110,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:30:00,22.6,35,102112,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:35:00,22.6,35,102118,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:40:00,22.6,35,102109,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:45:00,22.6,35,102115,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:50:00,22.6,35,102129,0.0,0.0,5,4.4,0.0,0,,vlinder16
2020-06-01,19:55:00,21.9,37,102135,0.0,0.0,45,1.6,6.4,0,,vlinder16
2020-06-01,20:00:00,21.9,37,102138,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:05:00,21.9,37,102140,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:10:00,21.9,37,102140,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:15:00,21.9,37,102140,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:20:00,21.9,37,102143,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:25:00,21.9,37,102141,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:30:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:35:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:40:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:45:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:50:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,20:55:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:00:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:05:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:10:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:15:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:20:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:25:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:30:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:35:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:40:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:45:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:50:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,21:55:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:00:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:05:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:10:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:15:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:20:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:25:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:30:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:35:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:40:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:45:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:50:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,22:55:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:00:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:05:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:10:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:15:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:20:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:25:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
2020-06-01,23:30:00,21.9,37,102148,0.0,0.0,5,1.6,0.0,0,,vlinder16
